,Year,State,Producer Type,Energy Source,Generators,Facilities,Nameplate Capacity (Megawatts),Summer Capacity (Megawatts)
7245,1995,MN,Electric Generators Independent Power Producers,Hydroelectric,0,3,13.8,13.1
7246,1995,MN,Electric Generators Independent Power Producers,Other Biomass,0,0,47.7,44.8
7247,1995,MN,Electric Generators Independent Power Producers,Petroleum,0,1,8.7,8.5
7248,1995,MN,Electric Generators Independent Power Producers,Wind,0,1,21.9,21.9
7250,1995,MN,Total Electric Power Industry,Coal,0,0,6009.10,5974.70
7251,1995,MN,Total Electric Power Industry,Hydroelectric,0,30,206.8,205.9
7252,1995,MN,Total Electric Power Industry,Natural Gas,0,40,543.9,503.5
7253,1995,MN,Total Electric Power Industry,Nuclear,0,2,1755.00,1571.00
7254,1995,MN,Total Electric Power Industry,Other Biomass,0,0,145.6,130.8
7255,1995,MN,Total Electric Power Industry,Petroleum,0,0,1147.20,1069.10
7256,1995,MN,Total Electric Power Industry,Wind,0,2,22.1,21.9
7257,1995,MN,Total Electric Power Industry,Wood and Wood Derived Fuels,0,4,78.1,74.4
7259,1995,MO,Combined Heat and Power Commercial Power,Coal,0,2,59.3,55.3
7260,1995,MO,Combined Heat and Power Commercial Power,Natural Gas,0,4,0.3,0.3
7261,1995,MO,Combined Heat and Power Commercial Power,Petroleum,0,3,9,8.6
7263,1995,MO,Combined Heat and Power Industrial Power,Coal,0,2,44.6,41.1
7264,1995,MO,Combined Heat and Power Industrial Power,Natural Gas,0,2,4,3.4
7266,1995,MO,Electric Generators Electric Utilities,Coal,0,20,11343.20,10539.50
7267,1995,MO,Electric Generators Electric Utilities,Hydroelectric,0,6,499.2,542.7
7268,1995,MO,Electric Generators Electric Utilities,Natural Gas,0,41,1485.50,1239.70
7269,1995,MO,Electric Generators Electric Utilities,Nuclear,0,1,1235.80,1125.00
7270,1995,MO,Electric Generators Electric Utilities,Petroleum,0,47,1909.30,1710.20
7271,1995,MO,Electric Generators Electric Utilities,Pumped Storage,0,3,600.8,567
7273,1995,MO,Total Electric Power Industry,Coal,0,0,11447.10,10636.00
7274,1995,MO,Total Electric Power Industry,Hydroelectric,0,6,499.2,542.7
7275,1995,MO,Total Electric Power Industry,Natural Gas,0,44,1489.70,1243.40
7276,1995,MO,Total Electric Power Industry,Nuclear,0,1,1235.80,1125.00
7277,1995,MO,Total Electric Power Industry,Petroleum,0,0,1918.30,1718.70
7278,1995,MO,Total Electric Power Industry,Pumped Storage,0,3,600.8,567
7280,1995,MS,Combined Heat and Power Commercial Power,Natural Gas,0,2,4.3,3.6
7282,1995,MS,Combined Heat and Power Industrial Power,Natural Gas,0,10,72.6,65.9
7283,1995,MS,Combined Heat and Power Industrial Power,Petroleum,0,1,1.5,1.5
7284,1995,MS,Combined Heat and Power Industrial Power,Wood and Wood Derived Fuels,0,12,311.5,293.7
7286,1995,MS,Electric Generators Electric Utilities,Coal,0,3,2150.00,2255.20
7287,1995,MS,Electric Generators Electric Utilities,Natural Gas,0,16,3722.70,3710.80
7288,1995,MS,Electric Generators Electric Utilities,Nuclear,0,1,1372.50,1173.00
7289,1995,MS,Electric Generators Electric Utilities,Petroleum,0,2,30.6,31
7291,1995,MS,Electric Generators Independent Power Producers,Natural Gas,0,1,1.6,1.5
7293,1995,MS,Total Electric Power Industry,Coal,0,0,2150.00,2255.20
7294,1995,MS,Total Electric Power Industry,Natural Gas,0,23,3801.10,3781.80
7295,1995,MS,Total Electric Power Industry,Nuclear,0,1,1372.50,1173.00
7296,1995,MS,Total Electric Power Industry,Petroleum,0,0,32.1,32.5
7297,1995,MS,Total Electric Power Industry,Wood and Wood Derived Fuels,0,6,311.5,293.7
7299,1995,MT,Combined Heat and Power Electric Power,Petroleum,0,1,65,60.9
7301,1995,MT,Combined Heat and Power Industrial Power,Wood and Wood Derived Fuels,0,2,10.9,10.4
7303,1995,MT,Electric Generators Electric Utilities,Coal,0,3,2513.80,2259.80
7304,1995,MT,Electric Generators Electric Utilities,Hydroelectric,0,21,2437.00,2550.60
7305,1995,MT,Electric Generators Electric Utilities,Natural Gas,0,3,133.1,120.1
7306,1995,MT,Electric Generators Electric Utilities,Wood and Wood Derived Fuels,0,0,12.5,12.5
7308,1995,MT,Electric Generators Independent Power Producers,Coal,0,1,41.5,38.9
7309,1995,MT,Electric Generators Independent Power Producers,Hydroelectric,0,2,11.7,11.1
7311,1995,MT,Total Electric Power Industry,Coal,0,0,2555.30,2298.70
7312,1995,MT,Total Electric Power Industry,Hydroelectric,0,23,2448.60,2561.70
7313,1995,MT,Total Electric Power Industry,Natural Gas,0,3,133.1,120.1
7314,1995,MT,Total Electric Power Industry,Petroleum,0,0,65,60.9
7315,1995,MT,Total Electric Power Industry,Wood and Wood Derived Fuels,0,1,23.4,22.9
7317,1995,NC,Combined Heat and Power Commercial Power,Coal,0,1,28,26.2
7318,1995,NC,Combined Heat and Power Commercial Power,Hydroelectric,0,2,2.6,2.4
7319,1995,NC,Combined Heat and Power Commercial Power,Petroleum,0,1,2,2
7321,1995,NC,Combined Heat and Power Electric Power,Coal,0,10,560.5,524.6
7322,1995,NC,Combined Heat and Power Electric Power,Natural Gas,0,1,180,154.8
7324,1995,NC,Combined Heat and Power Industrial Power,Coal,0,9,262.3,243
7325,1995,NC,Combined Heat and Power Industrial Power,Hydroelectric,0,14,359.6,355
7326,1995,NC,Combined Heat and Power Industrial Power,Natural Gas,0,6,49.3,41.9
7327,1995,NC,Combined Heat and Power Industrial Power,Other,0,2,39.9,37.1
7328,1995,NC,Combined Heat and Power Industrial Power,Petroleum,0,5,35.2,34.1
7329,1995,NC,Combined Heat and Power Industrial Power,Wood and Wood Derived Fuels,0,8,145.9,140
7331,1995,NC,Electric Generators Electric Utilities,Coal,0,14,12493.80,12440.00
7332,1995,NC,Electric Generators Electric Utilities,Hydroelectric,0,34,1505.60,1527.60
7333,1995,NC,Electric Generators Electric Utilities,Natural Gas,0,7,333.4,314.5
7334,1995,NC,Electric Generators Electric Utilities,Nuclear,0,3,5125.00,4639.00
7335,1995,NC,Electric Generators Electric Utilities,Petroleum,0,8,2098.30,1675.50
7337,1995,NC,Electric Generators Independent Power Producers,Coal,0,1,182.3,170.8
7338,1995,NC,Electric Generators Independent Power Producers,Hydroelectric,0,4,5.6,5.4
7339,1995,NC,Electric Generators Independent Power Producers,Natural Gas,0,1,5,4.3
7340,1995,NC,Electric Generators Independent Power Producers,Other Biomass,0,0,10.4,9.7
7341,1995,NC,Electric Generators Independent Power Producers,Wood and Wood Derived Fuels,0,1,50,46.5
7343,1995,NC,Total Electric Power Industry,Coal,0,0,13526.90,13404.70
7344,1995,NC,Total Electric Power Industry,Hydroelectric,0,46,1873.40,1890.40
7345,1995,NC,Total Electric Power Industry,Natural Gas,0,12,567.7,515.4
7346,1995,NC,Total Electric Power Industry,Nuclear,0,3,5125.00,4639.00
7347,1995,NC,Total Electric Power Industry,Other,0,1,39.9,37.1
7348,1995,NC,Total Electric Power Industry,Other Biomass,0,0,10.4,9.7
7349,1995,NC,Total Electric Power Industry,Petroleum,0,0,2135.40,1711.50
7350,1995,NC,Total Electric Power Industry,Wood and Wood Derived Fuels,0,5,195.9,186.5
7352,1995,ND,Combined Heat and Power Industrial Power,Coal,0,2,19.3,18
7353,1995,ND,Combined Heat and Power Industrial Power,Other Biomass,0,0,10.2,9.5
7354,1995,ND,Combined Heat and Power Industrial Power,Other Gases,0,2,7.5,7.2
7356,1995,ND,Electric Generators Electric Utilities,Coal,0,7,4009.00,3861.60
7357,1995,ND,Electric Generators Electric Utilities,Hydroelectric,0,1,517,545
7358,1995,ND,Electric Generators Electric Utilities,Natural Gas,0,1,8,10
7359,1995,ND,Electric Generators Electric Utilities,Petroleum,0,8,73.2,68.5
7361,1995,ND,Total Electric Power Industry,Coal,0,0,4028.30,3879.60
7362,1995,ND,Total Electric Power Industry,Hydroelectric,0,1,517,545
7363,1995,ND,Total Electric Power Industry,Natural Gas,0,1,8,10
7364,1995,ND,Total Electric Power Industry,Other Biomass,0,0,10.2,9.5
7365,1995,ND,Total Electric Power Industry,Other Gases,0,1,7.5,7.2
7366,1995,ND,Total Electric Power Industry,Petroleum,0,0,73.2,68.5
7368,1995,NE,Combined Heat and Power Industrial Power,Coal,0,3,10.4,9.7
7370,1995,NE,Electric Generators Electric Utilities,Coal,0,7,3167.90,3111.90
7371,1995,NE,Electric Generators Electric Utilities,Hydroelectric,0,11,183.1,166.7
7372,1995,NE,Electric Generators Electric Utilities,Natural Gas,0,41,707,665.7
7373,1995,NE,Electric Generators Electric Utilities,Nuclear,0,2,1337.60,1254.00
7374,1995,NE,Electric Generators Electric Utilities,Petroleum,0,33,382,330.6
7376,1995,NE,Total Electric Power Industry,Coal,0,0,3178.30,3121.60
7377,1995,NE,Total Electric Power Industry,Hydroelectric,0,11,183.1,166.7
7378,1995,NE,Total Electric Power Industry,Natural Gas,0,41,707,665.7
7379,1995,NE,Total Electric Power Industry,Nuclear,0,2,1337.60,1254.00
7380,1995,NE,Total Electric Power Industry,Petroleum,0,0,382,330.6
7382,1995,NH,Combined Heat and Power Commercial Power,Petroleum,0,3,9.6,9.2
7384,1995,NH,Combined Heat and Power Electric Power,Wood and Wood Derived Fuels,0,1,12.7,11.8
7386,1995,NH,Combined Heat and Power Industrial Power,Hydroelectric,0,6,31.8,31.1
7387,1995,NH,Combined Heat and Power Industrial Power,Petroleum,0,4,24.1,23.3
7388,1995,NH,Combined Heat and Power Industrial Power,Wood and Wood Derived Fuels,0,4,4.3,4.1
7390,1995,NH,Electric Generators Electric Utilities,Coal,0,2,609.2,577.6
7391,1995,NH,Electric Generators Electric Utilities,Hydroelectric,0,12,253.7,283.7
7392,1995,NH,Electric Generators Electric Utilities,Nuclear,0,1,1242.00,1155.00
7393,1995,NH,Electric Generators Electric Utilities,Petroleum,0,1,509.1,489.4
7395,1995,NH,Electric Generators Independent Power Producers,Hydroelectric,0,22,59.6,56.7
7396,1995,NH,Electric Generators Independent Power Producers,Other Biomass,0,0,22.7,21.3
7397,1995,NH,Electric Generators Independent Power Producers,Wood and Wood Derived Fuels,0,5,94.6,88
7399,1995,NH,Total Electric Power Industry,Coal,0,0,609.2,577.6
7400,1995,NH,Total Electric Power Industry,Hydroelectric,0,37,345,371.5
7401,1995,NH,Total Electric Power Industry,Nuclear,0,1,1242.00,1155.00
7402,1995,NH,Total Electric Power Industry,Other Biomass,0,0,22.7,21.3
7403,1995,NH,Total Electric Power Industry,Petroleum,0,0,542.7,521.8
7404,1995,NH,Total Electric Power Industry,Wood and Wood Derived Fuels,0,8,111.5,103.8
7406,1995,NJ,Combined Heat and Power Commercial Power,Natural Gas,0,12,25.7,21.9
7407,1995,NJ,Combined Heat and Power Commercial Power,Other Biomass,0,0,0.3,0.3
7408,1995,NJ,Combined Heat and Power Commercial Power,Petroleum,0,0,0.6,0.6
7410,1995,NJ,Combined Heat and Power Electric Power,Coal,0,2,515,482.6
7411,1995,NJ,Combined Heat and Power Electric Power,Natural Gas,0,12,1955.40,1683.40
7412,1995,NJ,Combined Heat and Power Electric Power,Other Biomass,0,0,69.9,65
7414,1995,NJ,Combined Heat and Power Industrial Power,Natural Gas,0,36,399.6,345.7
7415,1995,NJ,Combined Heat and Power Industrial Power,Petroleum,0,2,28.3,27.7
7417,1995,NJ,Electric Generators Electric Utilities,Coal,0,5,1710.20,1629.00
7418,1995,NJ,Electric Generators Electric Utilities,Natural Gas,0,17,5431.00,5056.00
7419,1995,NJ,Electric Generators Electric Utilities,Nuclear,0,3,4150.70,3862.00
7420,1995,NJ,Electric Generators Electric Utilities,Petroleum,0,21,3086.20,2890.00
7421,1995,NJ,Electric Generators Electric Utilities,Pumped Storage,0,1,386.9,380
7423,1995,NJ,Electric Generators Independent Power Producers,Hydroelectric,0,2,13.2,12.6
7424,1995,NJ,Electric Generators Independent Power Producers,Natural Gas,0,3,374.6,322.6
7425,1995,NJ,Electric Generators Independent Power Producers,Other Biomass,0,0,111.3,103.4
7427,1995,NJ,Total Electric Power Industry,Coal,0,0,2225.20,2111.60
7428,1995,NJ,Total Electric Power Industry,Hydroelectric,0,2,13.2,12.6
7429,1995,NJ,Total Electric Power Industry,Natural Gas,0,56,8186.20,7429.50
7430,1995,NJ,Total Electric Power Industry,Nuclear,0,3,4150.70,3862.00
7431,1995,NJ,Total Electric Power Industry,Other Biomass,0,0,181.4,168.7
7432,1995,NJ,Total Electric Power Industry,Petroleum,0,0,3115.10,2918.30
7433,1995,NJ,Total Electric Power Industry,Pumped Storage,0,1,386.9,380
7435,1995,NM,Combined Heat and Power Commercial Power,Natural Gas,0,4,4,3.5
7437,1995,NM,Combined Heat and Power Electric Power,Other Biomass,0,0,2.3,2.2
7439,1995,NM,Combined Heat and Power Industrial Power,Natural Gas,0,14,161.3,151.5
7440,1995,NM,Combined Heat and Power Industrial Power,Petroleum,0,2,26.3,24.4
7442,1995,NM,Electric Generators Electric Utilities,Coal,0,4,4294.60,3900.90
7443,1995,NM,Electric Generators Electric Utilities,Hydroelectric,0,3,58.2,58.2
7444,1995,NM,Electric Generators Electric Utilities,Natural Gas,0,12,1118.10,1075.60
7445,1995,NM,Electric Generators Electric Utilities,Petroleum,0,2,48.7,43.6
7447,1995,NM,Total Electric Power Industry,Coal,0,0,4294.60,3900.90
7448,1995,NM,Total Electric Power Industry,Hydroelectric,0,3,58.2,58.2
7449,1995,NM,Total Electric Power Industry,Natural Gas,0,21,1283.40,1230.70
7450,1995,NM,Total Electric Power Industry,Other Biomass,0,0,2.3,2.2
7451,1995,NM,Total Electric Power Industry,Petroleum,0,0,74.9,68
7453,1995,NV,Combined Heat and Power Electric Power,Natural Gas,0,4,392.2,337.3
7455,1995,NV,Combined Heat and Power Industrial Power,Natural Gas,0,2,1.5,1.5
7457,1995,NV,Electric Generators Electric Utilities,Coal,0,3,2769.50,2717.00
7458,1995,NV,Electric Generators Electric Utilities,Hydroelectric,0,6,1046.10,1046.40
7459,1995,NV,Electric Generators Electric Utilities,Natural Gas,0,8,1918.10,1743.00
7460,1995,NV,Electric Generators Electric Utilities,Petroleum,0,7,58.5,50
7462,1995,NV,Electric Generators Independent Power Producers,Geothermal,0,12,237.2,228.2
7463,1995,NV,Electric Generators Independent Power Producers,Hydroelectric,0,1,4,3.8
7464,1995,NV,Electric Generators Independent Power Producers,Natural Gas,0,1,210,178.5
7466,1995,NV,Total Electric Power Industry,Coal,0,0,2769.50,2717.00
7467,1995,NV,Total Electric Power Industry,Geothermal,0,12,237.2,228.2
7468,1995,NV,Total Electric Power Industry,Hydroelectric,0,7,1050.10,1050.20
7469,1995,NV,Total Electric Power Industry,Natural Gas,0,14,2521.70,2260.20
7470,1995,NV,Total Electric Power Industry,Petroleum,0,0,58.5,50
7472,1995,NY,Combined Heat and Power Commercial Power,Coal,0,1,7.6,7.1
7473,1995,NY,Combined Heat and Power Commercial Power,Hydroelectric,0,2,1.9,1.8
7474,1995,NY,Combined Heat and Power Commercial Power,Natural Gas,0,30,147.7,130.9
7475,1995,NY,Combined Heat and Power Commercial Power,Other Biomass,0,0,43.1,40.1
7476,1995,NY,Combined Heat and Power Commercial Power,Petroleum,0,3,16.2,15.4
7478,1995,NY,Combined Heat and Power Electric Power,Coal,0,3,196.5,184.1
7479,1995,NY,Combined Heat and Power Electric Power,Natural Gas,0,35,4108.20,3534.70
7480,1995,NY,Combined Heat and Power Electric Power,Other Biomass,0,0,76.2,72.4
7481,1995,NY,Combined Heat and Power Electric Power,Petroleum,0,3,6.4,6.2
7482,1995,NY,Combined Heat and Power Electric Power,Wood and Wood Derived Fuels,0,1,21.2,19.7
7484,1995,NY,Combined Heat and Power Industrial Power,Coal,0,3,220,204.1
7485,1995,NY,Combined Heat and Power Industrial Power,Hydroelectric,0,12,23.3,23.8
7486,1995,NY,Combined Heat and Power Industrial Power,Natural Gas,0,28,397.5,346.4
7487,1995,NY,Combined Heat and Power Industrial Power,Other Gases,0,2,22,20.5
7488,1995,NY,Combined Heat and Power Industrial Power,Petroleum,0,4,35.2,33.8
7489,1995,NY,Combined Heat and Power Industrial Power,Wood and Wood Derived Fuels,0,4,30,28
7491,1995,NY,Electric Generators Electric Utilities,Coal,0,13,4028.00,3870.40
7492,1995,NY,Electric Generators Electric Utilities,Hydroelectric,0,110,3921.60,3906.10
7493,1995,NY,Electric Generators Electric Utilities,Natural Gas,0,24,9090.60,8469.00
7494,1995,NY,Electric Generators Electric Utilities,Nuclear,0,5,5623.90,4824.30
7495,1995,NY,Electric Generators Electric Utilities,Petroleum,0,39,8557.80,7637.10
7496,1995,NY,Electric Generators Electric Utilities,Pumped Storage,0,2,1240.00,3440.00
7498,1995,NY,Electric Generators Independent Power Producers,Hydroelectric,0,60,358,340.8
7499,1995,NY,Electric Generators Independent Power Producers,Natural Gas,0,2,76.4,66
7500,1995,NY,Electric Generators Independent Power Producers,Other Biomass,0,0,247.7,231.7
7501,1995,NY,Electric Generators Independent Power Producers,Wood and Wood Derived Fuels,0,2,22.7,21.1
7503,1995,NY,Total Electric Power Industry,Coal,0,0,4452.10,4265.70
7504,1995,NY,Total Electric Power Industry,Hydroelectric,0,177,4304.80,4272.50
7505,1995,NY,Total Electric Power Industry,Natural Gas,0,90,13820.50,12547.00
7506,1995,NY,Total Electric Power Industry,Nuclear,0,5,5623.90,4824.30
7507,1995,NY,Total Electric Power Industry,Other Biomass,0,0,367,344.3
7508,1995,NY,Total Electric Power Industry,Other Gases,0,1,22,20.5
7509,1995,NY,Total Electric Power Industry,Petroleum,0,0,8615.60,7692.50
7510,1995,NY,Total Electric Power Industry,Pumped Storage,0,2,1240.00,3440.00
7511,1995,NY,Total Electric Power Industry,Wood and Wood Derived Fuels,0,5,73.9,68.8
7513,1995,OH,Combined Heat and Power Commercial Power,Coal,0,2,9.2,8.6
7514,1995,OH,Combined Heat and Power Commercial Power,Natural Gas,0,6,21.2,19.6
7515,1995,OH,Combined Heat and Power Commercial Power,Other Biomass,0,0,4,3.8
7517,1995,OH,Combined Heat and Power Electric Power,Other Biomass,0,0,6,5.6
7519,1995,OH,Combined Heat and Power Industrial Power,Coal,0,7,204.4,188.8
7520,1995,OH,Combined Heat and Power Industrial Power,Other Gases,0,4,75.5,73.1
7521,1995,OH,Combined Heat and Power Industrial Power,Petroleum,0,1,6,6
7522,1995,OH,Combined Heat and Power Industrial Power,Wood and Wood Derived Fuels,0,4,20.3,19.4
7524,1995,OH,Electric Generators Electric Utilities,Coal,0,34,24835.70,23123.00
7525,1995,OH,Electric Generators Electric Utilities,Hydroelectric,0,3,123.1,117
7526,1995,OH,Electric Generators Electric Utilities,Natural Gas,0,17,1335.90,1139.80
7527,1995,OH,Electric Generators Electric Utilities,Nuclear,0,2,2177.80,2042.00
7528,1995,OH,Electric Generators Electric Utilities,Other Biomass,0,0,90,90
7529,1995,OH,Electric Generators Electric Utilities,Petroleum,0,24,976.8,853.2
7531,1995,OH,Electric Generators Independent Power Producers,Hydroelectric,0,1,3.5,3.3
7533,1995,OH,Total Electric Power Industry,Coal,0,0,25049.20,23320.30
7534,1995,OH,Total Electric Power Industry,Hydroelectric,0,4,126.6,120.3
7535,1995,OH,Total Electric Power Industry,Natural Gas,0,20,1357.10,1159.40
7536,1995,OH,Total Electric Power Industry,Nuclear,0,2,2177.80,2042.00
7537,1995,OH,Total Electric Power Industry,Other Biomass,0,0,100,99.4
7538,1995,OH,Total Electric Power Industry,Other Gases,0,2,75.5,73.1
7539,1995,OH,Total Electric Power Industry,Petroleum,0,0,982.8,859.2
7540,1995,OH,Total Electric Power Industry,Wood and Wood Derived Fuels,0,2,20.3,19.4
7542,1995,OK,Combined Heat and Power Commercial Power,Natural Gas,0,4,26.3,25.1
7544,1995,OK,Combined Heat and Power Electric Power,Coal,0,1,350,328
7545,1995,OK,Combined Heat and Power Electric Power,Natural Gas,0,1,111.5,95.9
7547,1995,OK,Combined Heat and Power Industrial Power,Coal,0,1,114,106.1
7548,1995,OK,Combined Heat and Power Industrial Power,Natural Gas,0,4,150.6,133
7549,1995,OK,Combined Heat and Power Industrial Power,Other Biomass,0,0,16.8,15.6
7550,1995,OK,Combined Heat and Power Industrial Power,Other Gases,0,2,18,17.3
